question,answers,gen_answer,truth
Which Florida city has the biggest population?,"['Jacksonville', 'Jacksonville', 'Jacksonville']","According to the provided context, Jacksonville is the largest city by population in the U.S. state of Florida, with an estimated population of 853,382 in 2014.",1
What was the population Jacksonville city as of 2010?,"['1,345,596', '1,345,596', '1,345,596']","According to the provided context, the population of Jacksonville city as of 2010 was 853,382.",0
"Based on population alone, what is Jacksonville's ranking in the United States?","['12th', '12th', '12th']","According to the provided context, Jacksonville has an estimated population of 853,382 in 2014, making it the 12th most populous city in the United States.",1
In which county does Jacksonville reside?,"['Duval', 'Duval County', 'Duval County']","According to the provided context, Jacksonville is the county seat of Duval County.",1
What year did consolidation cause Jacksonville to become part of Duval County?,"['1968', '1968', '1968']","According to the provided context, consolidation between Jacksonville and Duval County occurred in 1968.",1
When did the 1973 oil crisis begin?,"['October 1973', 'October 1973', 'October 1973', 'October', '1973']",The 1973 oil crisis began in October 1973 when the members of the Organization of Arab Petroleum Exporting Countries (OAPEC) proclaimed an oil embargo.,1
What was the price of oil in March of 1974?,"['nearly $12', '$12', '$12', '$12', '$12']","According to the context, the price of oil had risen from US$3 per barrel to nearly $12 globally by the end of the embargo in March 1974.",1
When was the second oil crisis?,"['1979', '1979', '1979', '1979', '1979']","According to the context, the second oil crisis, also known as the ""second oil shock"", occurred in 1979.",1
What was another term used for the oil crisis?,"['first oil shock', 'shock', 'shock', 'first oil shock', 'shock']","According to the context, the 1973 oil crisis was also referred to as the ""first oil shock"".",1
Who proclaimed the oil embargo?,"['members of the Organization of Arab Petroleum Exporting Countries', 'members of the Organization of Arab Petroleum Exporting Countries', 'Organization of Arab Petroleum Exporting Countries', 'members of the Organization of Arab Petroleum Exporting Countries', 'OAPEC']","According to the context, the members of the Organization of Arab Petroleum Exporting Countries (OAPEC), consisting of the Arab members of OPEC plus Egypt and Syria, proclaimed the oil embargo in October 1973.",1
Construction involves the translation of what?,"['designs into reality', 'designs into reality', 'designs into reality']","According to the context, construction involves the translation of designs into reality.",1
A formal design team may be assembled to do what?,"['plan the physical proceedings, and to integrate those proceedings with the other parts', 'plan the physical proceedings, and to integrate those proceedings with the other parts', 'plan the physical proceedings, and to integrate those proceedings with the other parts']","A formal design team may be assembled to plan the physical proceedings and integrate those proceedings with other parts, typically consisting of drawings and specifications prepared by a team of professionals including architects, engineers, and consultants.",1
The design team is most commonly employed by who?,"['the property owner', 'the property owner', 'property owner']","According to the context, the design team is most commonly employed by the property owner.",1
Who provides the bill of quantities?,"['a quantity surveyor', 'quantity surveyor', 'quantity surveyor']","According to the context, a quantity surveyor provides the bill of quantities.",1
The owner typically awards a contract to who?,"['the most cost efficient bidder', 'the most cost efficient bidder', 'most cost efficient bidder']","According to the provided context, the owner typically awards a contract to the most cost-efficient bidder.",1
What process do moderate and reformist Islamists work within the boundaries of?,"['democratic', 'democratic process', 'democratic']","According to the context, moderate and reformist Islamists, such as the Tunisian Ennahda Movement and Jamaat-e-Islami of Pakistan, work within the democratic process.",1
Where does Hamas originate?,"['Palestine', 'Palestine', 'Palestine']","According to the provided context, Hamas originates in Palestine.",1
What is the goal of Islamist groups like Hezbollah and Hamas?,"['abolish the state of Israel', 'abolish the state of Israel', 'abolish the state of Israel']","According to the context, Islamist groups like Hezbollah and Hamas participate in democratic and political processes, but also seek to abolish the state of Israel.",1
What do radical Islamist organizations reject entirely?,"['democracy', 'democracy', 'democracy']","According to the context, radical Islamist organizations like al-Qaeda, Egyptian Islamic Jihad, and the Taliban entirely reject democracy.",1
On what basis do the radical Islamist organizations conduct their attacks?,"['religious', 'religious', 'religious']","According to the context, radical Islamist organizations like al-Qaeda, Egyptian Islamic Jihad, and the Taliban conduct attacks on a religious basis, often declaring those who support democracy as ""kuffar"" (infidels) and calling for violent or offensive jihad.",1
What is Southern California often abbreviated as?,"['SoCal', 'SoCal', 'SoCal']",Southern California is often abbreviated as SoCal.,1
"Despite being traditionall described as ""eight counties"", how many counties does this region actually have?","['10 counties', '10', '10']","According to the provided context, Southern California is actually described as having 10 counties, including Kern and San Luis Obispo counties, in addition to the traditional ""eight counties"" of Imperial, Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, and Ventura.",1
What is a major importance of Southern California in relation to California and the United States?,"['economic center', 'major economic center', 'economic center']","According to the provided context, Southern California is a major economic center for the state of California and the United States.",1
"What are the ties that best described what the ""eight counties"" are based on?","['demographics and economic ties', 'economic', 'demographics and economic']","According to the provided context, the ""eight counties"" in Southern California are traditionally described based on demographics and economic ties.",1
The reasons for the las two counties to be added are based on what?,"['historical political divisions', 'historical political divisions', 'historical political divisions']",The reasons for Kern and San Luis Obispo counties to be added to the 10-county definition of Southern California are based on historical political divisions.,1
Who is the chair of the IPCC?,"['Hoesung Lee', 'Hoesung Lee', 'Hoesung Lee']","According to the context, Hoesung Lee is the chair of the IPCC since October 8, 2015.",1
What nationality is Hoesung Lee?,"['Korean', 'onomist', 'Korean']","I don't know. The provided context does not mention Hoesung Lee, and I couldn't find any information about him. If you provide more context or details about who Hoesung Lee is, I'll do my best to help.",0
Who is the vice-chair of the IPCC?,"['Ismail El Gizouli', 'Ismail El Gizouli', 'Ismail El Gizouli']","According to the context, Ismail El Gizouli was the vice-Chair of the IPCC before Hoesung Lee took over as the chair in 2015.",1
Who was the first chair of the IPCC?,"['Bert Bolin', 'Bert Bolin', 'Bert Bolin']","According to the context, Bert Bolin was the first chair of the IPCC, serving from 1988.",1
When did Pachauri resign as chair of the IPCC?,"['February 2015', 'February 2015', 'February 2015']","According to the context, Rajendra K. Pachauri resigned as chair of the IPCC in February 2015.",1
What is a mechanical barrier in insects that protects the insect?,"['exoskeleton', 'exoskeleton', 'exoskeleton']","According to the context, the exoskeleton of insects is an example of a mechanical barrier that protects the insect from infection.",1
What is an example of a mechanical barrier on leaves?,"['The waxy cuticle', 'waxy cuticle', 'waxy cuticle']","According to the context, an example of a mechanical barrier is the waxy cuticle of many leaves.",1
What responses protect the lungs by mechanically ejecting pathogens from the respiratory system?,"['coughing and sneezing', 'coughing and sneezing', 'coughing and sneezing']","According to the provided context, coughing and sneezing are the responses that protect the lungs by mechanically ejecting pathogens and other irritants from the respiratory tract.",1
What is secreted by the respiratory tract to trap microorganisms?,"['mucus', 'mucus', 'mucus']","According to the provided context, mucus is secreted by the respiratory tract to trap and entangle microorganisms.",1
The flushing action of what expels pathogens from the eyes?,"['tears', 'tears', 'tears']","According to the context, the flushing action of tears mechanically expels pathogens from the eyes.",1
Who is on the IPCC Panel?,"['representatives appointed by governments and organizations', 'representatives appointed by governments and organizations', 'representatives appointed by governments and organizations']","According to the context, the IPCC Panel is composed of representatives appointed by governments and organizations. Participation of delegates with appropriate expertise is encouraged.",1
How many people attended the 2003 IPCC meeting?,"['350', '350', '350']","According to the context, 350 government officials and climate change experts attended the 2003 IPCC meeting. However, it's worth noting that the meeting report states that there were 322 persons in attendance at the closed plenary sessions, with about seven-eighths of participants being from governmental organizations.",1
What kind of people attend the IPCC meetings?,"['government officials and climate change experts', 'government officials and climate change experts', 'government officials and climate change experts']","According to the context, the IPCC meetings typically attend government officials and climate change experts. Non-governmental and intergovernmental organizations may also be allowed to attend as observers.",1
How much of the IPCC attendees are government representatives?,"['about seven-eighths', 'seven-eighths', 'about seven-eighths']","According to the text, about seven-eighths of the participants at the 2003 meeting were from governmental organizations.",1
"In a computational problem, what can be described as a string over an alphabet?","['problem instance', 'a problem instance', 'problem instance']","In a computational problem, a problem instance can be described as a string over an alphabet. Typically, the alphabet is taken to be the binary alphabet ({0,1}), and thus the strings are bitstrings. However, mathematical objects other than bitstrings can be suitably encoded, such as integers in binary notation or graphs encoded via their adjacency matrices or adjacency lists in binary.",1
What is the name of the alphabet is most commonly used in a problem instance?,"['binary alphabet', 'binary', 'binary']","According to the context, the binary alphabet (i.e., the set {0,1}) is most commonly used in a problem instance.",1
What is another term for the string of a problem instance?,"['bitstrings', 'bitstrings', 'bitstrings']","Based on the provided context, another term for the string of a problem instance is a ""bitstring"".",1
"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?","['binary notation', 'binary notation', 'binary notation']","According to the context, integers are commonly represented in binary notation.",1
What is one way in which graphs can be encoded? ,"['adjacency matrices', 'directly via their adjacency matrices']","According to the context, one way in which graphs can be encoded is by encoding their adjacency matrices in binary.",1
Who wrote that it is difficult to produce an all inclusive definition of civil disobedience?,"['LeGrande', 'LeGrande', 'LeGrande', 'LeGrande', 'LeGrande']","LeGrande wrote that it is extremely difficult, if not impossible, to formulate a single all-encompassing definition of the term ""civil disobedience"".",1
Le Grande also wrote that defining the term civil disobedience so difficult it could be described as? ,"['impossible', 'a maze of semantical problems and grammatical niceties', 'impossible', 'impossible']","According to the text, LeGrande describes the formulation of a single all-encompassing definition of the term ""civil disobedience"" as ""extremely difficult, if not impossible"".",1
Le grand asks for a variance of what three terms?,"['lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience', 'lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience', 'lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience', 'lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience', 'lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience']","LeGrande asks for a distinction between lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience.",1
Le grand states that students studying civil disobedience will often run into grammatical niceties and what other problem? ,"['semantical', 'semantical', 'a maze of semantical problems', 'semantical', 'semantical problems']","According to the context, students studying civil disobedience will often run into a ""maze of semantical problems"" in addition to grammatical niceties.",1
Le grand concludes that an author's words offer only what they intended for them to imply regarding this type of terminology?,"['specific', 'civil disobedience', 'specific', 'specific']","According to the context, LeGrande suggests that specific terminology has no more (or no less) meaning than the individual orator intends it to have, likening it to Alice in Wonderland where words can have different meanings depending on the speaker's intention.",1
Who said that writing a good description of civil disobedience is hard?,"['LeGrande', 'LeGrande', 'LeGrande', 'LeGrande', 'LeGrande']","According to the context, LeGrande said that ""the formulation of a single all-encompassing definition of the term is extremely difficult, if not impossible.""",1
How much literature has been written regarding civil disobedience?,"['voluminous literature', 'voluminous', 'voluminous', 'voluminous']","According to LeGrande, the literature on civil disobedience is ""voluminous"". This suggests that a significant amount of writing has been done on the subject, but a precise quantity is not specified.",1
What issue plagues the literature about civil disobedience?,"['semantical problems and grammatical niceties', 'maze of semantical problems and grammatical niceties', 'semantical problems and grammatical niceties', 'semantical problems and grammatical niceties']","According to LeGrande, the issue plaguing the literature about civil disobedience is the difficulty in formulating a single, all-encompassing definition of the term due to the presence of semantical problems and grammatical niceties.",1
What type of protest falls under civil disobedience without aggression?,"['nonviolent civil disobedience', 'nonviolent civil disobedience', 'nonviolent', 'nonviolent', 'nonviolent']","According to the context, LeGrande suggests a distinction between lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience. Nonviolent civil disobedience is the type of protest that falls under civil disobedience without aggression.",1
What type of civil disobedience is accompanied by aggression?,"['violent civil disobedience', 'violent civil disobedience', 'violent', 'violent', 'violent']","According to the text, violent civil disobedience is accompanied by aggression.",1
What president eliminated the Christian position in the curriculum?,"['Charles W. Eliot', 'Charles W. Eliot', 'Charles W. Eliot']","According to the context, Charles W. Eliot, the president of Harvard University from 1869 to 1909, eliminated the favored position of Christianity from the curriculum.",1
What conviction motivated Eliot to move towards secularization?,"['Transcendentalist Unitarian', 'Transcendentalist Unitarian', 'Transcendentalist Unitarian']","According to the context, Charles W. Eliot's conviction was rooted in Transcendentalist Unitarian beliefs, specifically the dignity and worth of human nature, the right and ability of each person to perceive truth, and the indwelling God in each person.",1
From whom were the movement that Eliot followed derived?,"['William Ellery Channing and Ralph Waldo Emerson', 'William Ellery Channing and Ralph Waldo Emerson', 'William Ellery Channing and Ralph Waldo Emerson']",The Transcendentalist Unitarian convictions that motivated Charles W. Eliot were derived from William Ellery Channing and Ralph Waldo Emerson.,1
Vice President Agnew describes Civil disobedience in what activities?,"['muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins', 'civil disobedience', 'muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins', 'muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins', 'activities of muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins']","According to the text, Vice President Agnew describes civil disobedience as including activities such as muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents, and political assassins.",1
Civil disobedience has been argued in more recent times to have suffered from what?,"['ambiguity', 'debased', 'ambiguity', 'ambiguity', 'ambiguity']","According to the text, civil disobedience has been argued to have suffered from ambiguity and has become utterly debased in modern times.",1
More in the present prevalence of civil disobedience has turned and said to be?,"['utterly debased', 'debased', 'everything from bringing a test-case in the federal courts to taking aim at a federal official', 'utterly debased']","According to the text, Vice President Agnew has used the term ""civil disobedience"" to describe a wide range of activities, including muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents, and political assassins.",0
What person argues that civil disobedience is used to describe everything?,"['Marshall Cohen', 'Marshall Cohen', 'Marshall Cohen', 'Marshall Cohen', 'Marshall Cohen']","According to the text, Marshall Cohen argues that the term ""civil disobedience"" has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official.",1
"In modern times, what is said about civil disobedience?","['become utterly debased', 'utterly debased', 'in modern times, become utterly debased', 'become utterly debased', 'become utterly debased']","According to the text, in modern times, the term ""civil disobedience"" has become utterly debased and has been used to describe a wide range of activities, including violent and illegal actions, such as muggers, arsonists, and political assassins.",1
Who noted the different current uses of civil disobedience?,"['Marshall Cohen', 'Marshall Cohen', 'Marshall Cohen', 'Marshall Cohen', 'President Agnew']","According to the text, Vice President Agnew noted the different current uses of civil disobedience, describing it as a code-word for various activities such as muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents, and political assassins.",0
How has civil disobedience evolved in current times?,"['code-word describing the activities of muggers, arsonists, draft evaders', 'utterly debased', 'become utterly debased', 'become utterly debased', 'become utterly debased']","According to the text, civil disobedience has become ""utterly debased"" in modern times, with the term being used to describe a wide range of activities, from lawful protests to violent acts. The ambiguity of the term has made it difficult to define and distinguish between different forms of civil disobedience.",1
Who gave a negative connotation to civil disobedience in recent history?,"['Vice President Agnew', 'Vice President Agnew', 'Vice President Agnew', 'Vice President Agnew', 'Marshall Cohen']","According to the text, Vice President Agnew gave a negative connotation to civil disobedience in recent history. He used the term to describe a wide range of activities, including muggers, arsonists, draft evaders, and political assassins, implying that these actions are all forms of civil disobedience.",1
What issue has been plaguing the civil disobedience movement.,"['ambiguity', 'ambiguity', 'ambiguity', 'ambiguity']","According to the text, the issue plaguing the civil disobedience movement is ambiguity and the lack of a clear definition. The term ""civil disobedience"" has been used to describe a wide range of activities, from lawful protests to violent acts, making it difficult to define and distinguish between different types of civil disobedience.",1
,,,
,,,
,,,
,,140,
